# British to US spellings from the English Speller Database: en-wl/wordlist data/scowl-pre.txt at 1e5b7d3.
#
# Copyright 2000-2026 by Kevin Atkinson
#
# Permission to use, copy, modify, distribute, and sell any part of the English
# Speller Database (ESDB, previously known as SCOWLv2), or word lists
# created from it, is hereby granted without fee, provided that the above
# copyright notice appears in all copies and that both the above copyright
# notice and this notice appear in supporting documentation.  Kevin Atkinson
# makes no representations about the suitability of this database for any
# purpose.  It is provided "as is" without express or implied warranty.
-bicolour	-bicolor
peculiarise	peculiarize
peculiarised	peculiarized
peculiarises	peculiarizes
peculiarising	peculiarizing
pedalled	pedaled
pedaller	pedaler
pedallers	pedalers
pedalling	pedaling
pedanticise	pedanticize
pedanticised	pedanticized
pedanticises	pedanticizes
pedanticising	pedanticizing
pedantise	pedantize
pedantised	pedantized
pedantises	pedantizes
pedantising	pedantizing
pedestalled	pedestaled
pedestalling	pedestaling
pedestrianisation	pedestrianization
pedestrianisations	pedestrianizations
pedestrianise	pedestrianize
pedestrianised	pedestrianized
pedestrianises	pedestrianizes
pedestrianising	pedestrianizing
pedlar	peddler
pedlars	peddlers
peise	peize
peised	peized
peises	peizes
peising	peizing
pelletisation	pelletization
pelletisations	pelletizations
pelletise	pelletize
pelletised	pelletized
pelletiser	pelletizer
pelletises	pelletizes
pelletising	pelletizing
pelorised	pelorized
penalisation	penalization
penalisations	penalizations
penalise	penalize
penalised	penalized
penalises	penalizes
penalising	penalizing
pencilled	penciled
penciller	penciler
pencillers	pencilers
pencilling	penciling
pencillings	pencilings
penelopise	penelopize
penelopised	penelopized
penelopises	penelopizes
penelopising	penelopizing
peptisable	peptizable
peptisation	peptization
peptisations	peptizations
peptise	peptize
peptised	peptized
peptiser	peptizer
peptisers	peptizers
peptises	peptizes
peptising	peptizing
peptonisation	peptonization
peptonisations	peptonizations
peptonise	peptonize
peptonised	peptonized
peptonises	peptonizes
peptonising	peptonizing
peraeon	pereon
peraeopod	pereopod
peraeopods	pereopods
perchloroethylene	perchlorethylene
perfervour	perfervor
pericopae	pericope
perilled	periled
perilling	periling
periodisation	periodization
periodisations	periodizations
peroxidise	peroxidize
peroxidised	peroxidized
peroxidises	peroxidizes
peroxidising	peroxidizing
persianise	persianize
persianised	persianized
persianises	persianizes
persianising	persianizing
persicise	persicize
persicised	persicized
persicises	persicizes
persicising	persicizing
personalisation	personalization
personalisations	personalizations
personalise	personalize
personalised	personalized
personalises	personalizes
personalising	personalizing
personise	personize
personised	personized
personises	personizes
personising	personizing
petalled	petaled
petrarchise	petrarchize
petrarchised	petrarchized
petrarchises	petrarchizes
petrarchising	petrarchizing
phaelonion	phelonion
phaelonions	phelonions
phaenogam	phenogam
phaenogams	phenogams
phaenological	phenological
phaenologies	phenologies
phaenology	phenology
phaenomenism	phenomenism
phagedaena	phagedena
phagedaenas	phagedenas
phagedaenic	phagedenic
phagocytise	phagocytize
phagocytises	phagocytizes
pharmacopoeian	pharmacopeian
phenomenalise	phenomenalize
phenomenalised	phenomenalized
phenomenalises	phenomenalizes
phenomenalising	phenomenalizing
phenomenise	phenomenize
phenomenised	phenomenized
phenomenises	phenomenizes
phenomenising	phenomenizing
philanthropise	philanthropize
philanthropised	philanthropized
philanthropises	philanthropizes
philanthropising	philanthropizing
philippise	philippize
philippised	philippized
philippises	philippizes
philippising	philippizing
philistinise	philistinize
philistinised	philistinized
philistinises	philistinizes
philistinising	philistinizing
philopoena	philopena
philopoenas	philopenas
philosophise	philosophize
philosophised	philosophized
philosophiser	philosophizer
philosophisers	philosophizers
philosophises	philosophizes
philosophising	philosophizing
philtre	philter
philtred	philtered
philtres	philters
philtring	philtering
phlebotomise	phlebotomize
phlebotomised	phlebotomized
phlebotomises	phlebotomizes
phlebotomising	phlebotomizing
phlyctaena	phlyctena
phlyctaenae	phlyctenae
phocaean	phocean
phonemicisation	phonemicization
phonemicise	phonemicize
phonemicised	phonemicized
phonemicises	phonemicizes
phonemicising	phonemicizing
phoneticisation	phoneticization
phoneticise	phoneticize
phoneticised	phoneticized
phoneticises	phoneticizes
phoneticising	phoneticizing
phonetisation	phonetization
phonetise	phonetize
phonetised	phonetized
phonetises	phonetizes
phonetising	phonetizing
phosphatisation	phosphatization
phosphatisations	phosphatizations
phosphatise	phosphatize
phosphatised	phosphatized
phosphatises	phosphatizes
phosphatising	phosphatizing
phosphorise	phosphorize
phosphorised	phosphorized
phosphorises	phosphorizes
phosphorising	phosphorizing
photoionisation	photoionization
photoionisations	photoionizations
photoisomerisation	photoisomerization
photolysable	photolyzable
photolyse	photolyze
photolysed	photolyzed
photolysing	photolyzing
photosensitisation	photosensitization
photosensitisations	photosensitizations
photosensitise	photosensitize
photosensitised	photosensitized
photosensitiser	photosensitizer
photosensitisers	photosensitizers
photosensitises	photosensitizes
photosensitising	photosensitizing
photosynthesise	photosynthesize
photosynthesised	photosynthesized
photosynthesises	photosynthesizes
photosynthesising	photosynthesizing
phrenologise	phrenologize
phrenologised	phrenologized
phrenologises	phrenologizes
phrenologising	phrenologizing
phytohaemagglutinin	phytohemagglutinin
piastre	piaster
piastres	piasters
pickaxe	pickax
pictorialisation	pictorialization
pictorialisations	pictorializations
pictorialise	pictorialize
pictorialised	pictorialized
pictorialises	pictorializes
pictorialising	pictorializing
picturisation	picturization
picturisations	picturizations
picturise	picturize
picturised	picturized
picturises	picturizes
picturising	picturizing
pidginisation	pidginization
pidginisations	pidginizations
pidginise	pidginize
pidginised	pidginized
pidginises	pidginizes
pidginising	pidginizing
pigmaean	pigmean
pilgrimise	pilgrimize
pilgrimised	pilgrimized
pilgrimises	pilgrimizes
pilgrimising	pilgrimizing
pillorise	pillorize
pillorised	pillorized
pillorises	pillorizes
pillorising	pillorizing
pindarise	pindarize
pindarised	pindarized
pindarises	pindarizes
pindarising	pindarizing
pinnulae	pinnule
piscinae	piscine
pistolled	pistoled
pistolling	pistoling
plagae	plage
plagiarise	plagiarize
plagiarised	plagiarized
plagiariser	plagiarizer
plagiarisers	plagiarizers
plagiarises	plagiarizes
plagiarising	plagiarizing
plantulae	plantule
plasmaphaeresis	plasmapheresis
plasmolyse	plasmolyze
plasmolysed	plasmolyzed
plasmolysing	plasmolyzing
plasticisation	plasticization
plasticisations	plasticizations
plasticise	plasticize
plasticised	plasticized
plasticiser	plasticizer
plasticisers	plasticizers
plasticises	plasticizes
plasticising	plasticizing
platinisation	platinization
platinisations	platinizations
platinise	platinize
platinised	platinized
platinises	platinizes
platinising	platinizing
platitudinise	platitudinize
platitudinised	platitudinized
platitudinises	platitudinizes
platitudinising	platitudinizing
platonise	platonize
platonised	platonized
platonises	platonizes
platonising	platonizing
plebeianise	plebeianize
plebeianised	plebeianized
plebeianises	plebeianizes
plebeianising	plebeianizing
plough	plow
ploughable	plowable
ploughboy	plowboy
ploughboys	plowboys
ploughed	plowed
plougher	plower
ploughers	plowers
ploughhead	plowhead
ploughing	plowing
ploughman	plowman
ploughmen	plowmen
ploughs	plows
ploughshare	plowshare
ploughshares	plowshares
pluralisation	pluralization
pluralisations	pluralizations
pluralise	pluralize
pluralised	pluralized
pluraliser	pluralizer
pluralisers	pluralizers
pluralises	pluralizes
pluralising	pluralizing
poe	pe
poeticise	poeticize
poeticised	poeticized
poeticises	poeticizes
poeticising	poeticizing
poetise	poetize
poetised	poetized
poetiser	poetizer
poetisers	poetizers
poetises	poetizes
poetising	poetizing
polarisabilities	polarizabilities
polarisability	polarizability
polarisable	polarizable
polarisation	polarization
polarisations	polarizations
polarise	polarize
polarised	polarized
polariser	polarizer
polarisers	polarizers
polarises	polarizes
polarising	polarizing
polemicise	polemicize
polemicised	polemicized
polemicises	polemicizes
polemicising	polemicizing
polemise	polemize
polemised	polemized
polemises	polemizes
polemising	polemizing
politicalise	politicalize
politicalises	politicalizes
politicisation	politicization
politicisations	politicizations
politicise	politicize
politicised	politicized
politicises	politicizes
politicising	politicizing
polleniser	pollenizer
pollinise	pollinize
pollinised	pollinized
polliniser	pollinizer
pollinises	pollinizes
pollinising	pollinizing
polonisation	polonization
polonise	polonize
polonised	polonized
polonises	polonizes
polonising	polonizing
polychaetous	polychetous
polycythaemia	polycythemia
polycythaemias	polycythemias
polycythaemic	polycythemic
polydaemonism	polydemonism
polygamise	polygamize
polygamises	polygamizes
polymerisation	polymerization
polymerisations	polymerizations
polymerise	polymerize
polymerised	polymerized
polymerises	polymerizes
polymerising	polymerizing
polyoestrous	polyestrous
polypnoea	polypnea
polytetrafluoroethylene	polytetrafluorethylene
polytetrafluoroethylenes	polytetrafluorethylenes
pommelled	pommeled
pommelling	pommeling
pomoerium	pomerium
poplitaeal	popliteal
popularisation	popularization
popularisations	popularizations
popularise	popularize
popularised	popularized
populariser	popularizer
popularisers	popularizers
popularises	popularizes
popularising	popularizing
porcelainise	porcelainize
porcelainised	porcelainized
porcelainises	porcelainizes
porcelainising	porcelainizing
porcellanise	porcellanize
porcellanised	porcellanized
porcellanises	porcellanizes
porcellanising	porcellanizing
portae	porte
postmediaeval	postmedieval
posturise	posturize
posturised	posturized
posturises	posturizes
posturising	posturizing
potentise	potentize
potentised	potentized
potentises	potentizes
potentising	potentizing
pourer	porer
pourers	porers
pouringly	poringly
powellise	powellize
powellised	powellized
powellises	powellizes
powellising	powellizing
practise	practice
practiser	practicer
practisers	practicers
practises	practices
practising	practicing
praeanal	preanal
praecava	precava
praecavae	precavae
praecipe	precipe
praecipes	precipes
praecocial	precocial
praecordial	precordial
praedial	predial
praediality	prediality
praedials	predials
praefectorial	prefectorial
praefloration	prefloration
praefoliation	perfoliation
praehallux	prehallux
praelect	prelect
praelected	prelected
praelecting	prelecting
praelection	perlection
praelector	prelector
praelects	prelects
praeludium	preludium
praemaxilla	premaxilla
praemunire	premunire
praenomina	prenomina
praenominal	prenominal
praepositor	prepositor
praepostor	prepostor
praepostors	prepostors
praepubis	prepubis
praescutum	prescutum
praesternum	presternum
praetorial	pretorial
praetorium	pretorium
praetorius	pretorius
praetorship	pretorship
pragmatisation	pragmatization
pragmatise	pragmatize
pragmatised	pragmatized
pragmatiser	pragmatizer
pragmatisers	pragmatizers
pragmatises	pragmatizes
pragmatising	pragmatizing
preacid	peracid
preact	peract
preacute	peracute
preaemptor	preemptor
preaexistent	preexistent
preambulatory	perambulatory
preanaesthetic	preanesthetic
preanaesthetics	preanesthetics
precancellation	precancelation
prechloric	perchloric
precivilisation	precivilization
preconisation	preconization
preconisations	preconizations
preconise	preconize
preconised	preconized
preconises	preconizes
preconising	preconizing
precurrent	percurrent
predy	perdy
preformative	performative
prejink	perjink
prejudgement	prejudgment
prejudgements	prejudgments
prelatise	prelatize
prelatised	prelatized
prelatises	prelatizes
prelatising	prelatizing
prelingual	perlingual
prenasal	pernasal
preoral	peroral
preorally	perorally
preprogramme	preprogram
presbyterianise	presbyterianize
presbyterianised	presbyterianized
presbyterianises	presbyterianizes
presbyterianising	presbyterianizing
prese	perse
preses	perses
presolve	persolve
pressurisation	pressurization
pressurisations	pressurizations
pressurise	pressurize
pressurised	pressurized
pressuriser	pressurizer
pressurisers	pressurizers
pressurises	pressurizes
pressurising	pressurizing
prest	perst
pretence	pretense
pretences	pretenses
preterite	preterit
preterites	preterits
prev	perv
preve	perve
preved	perved
preves	perves
previable	perviable
preving	perving
previousness	perviousness
previousnesses	perviousnesses
previse	previze
prioritisation	prioritization
prioritisations	prioritizations
prioritise	prioritize
prioritised	prioritized
prioritises	prioritizes
prioritising	prioritizing
prisable	prizable
prise	prize
prised	prized
prisers	prizers
prises	prizes
prising	prizing
privatisation	privatization
privatisations	privatizations
privatise	privatize
privatised	privatized
privatiser	privatizer
privatisers	privatizers
privatises	privatizes
privatising	privatizing
proctodaea	proctodea
proctodaeal	proctodeal
proctodaeum	proctodeum
proctodaeums	proctodeums
proctorise	proctorize
proctorised	proctorized
proctorises	proctorizes
proctorising	proctorizing
prodigalise	prodigalize
prodigalised	prodigalized
prodigalises	prodigalizes
prodigalising	prodigalizing
proemial	premial
professionalisation	professionalization
professionalisations	professionalizations
professionalise	professionalize
professionalised	professionalized
professionalises	professionalizes
professionalising	professionalizing
programme	program
programmes	programs
projectisation	projectization
proletarianisation	proletarianization
proletarianisations	proletarianizations
proletarianise	proletarianize
proletarianised	proletarianized
proletarianises	proletarianizes
proletarianising	proletarianizing
prologise	prologize
prologised	prologized
prologises	prologizes
prologising	prologizing
prologuise	prologuize
prologuised	prologuized
prologuises	prologuizes
prologuising	prologuizing
pronominalisation	pronominalization
prooemium	proemium
propagandise	propagandize
propagandised	propagandized
propagandises	propagandizes
propagandising	propagandizing
propraetor	propretor
propraetorial	propretorial
propraetorian	propretorian
propraetors	propretors
propylitisation	propylitization
propylitise	propylitize
propylitised	propylitized
propylitises	propylitizes
propylitising	propylitizing
proselytisation	proselytization
proselytisations	proselytizations
